Id,Label,timeset,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,modularity_class,componentnumber
chair,chair,,5,5,5,0.461133,0.472444,0,1,10,217,0
motherzucker,motherzucker,,8,10,5,0.463246,0.474149,30.463555,0.678571,19,217,0
operations,operations,,15,53,4,0.460684,0.472329,41.055047,0.450549,41,243,0
anotherbestday,anotherbestday,,5,5,5,0.460725,0.472124,0,1,10,217,0
ig,ig,,32,83,5,0.466296,0.477271,21378.92608,0.320565,159,217,0
active,active,,5,5,5,0.460725,0.472124,0,1,10,217,0
georgiaguidestones,georgiaguidestones,,3,3,5,0.460094,0.47158,0,1,3,217,0
ted2018,ted2018,,2,5,5,0.459708,0.471244,0,1,1,217,0
digitalhealth,digitalhealth,,9,17,5,0.462136,0.473373,10431.599003,0.527778,19,217,0
jameslawhor,jameslawhor,,1,1,5,0.459687,0.471196,0,0,0,217,0
guiltyashell,guiltyashell,,2,2,5,0.460684,0.472012,0,1,1,217,0
mustend,mustend,,1,1,5,0.318867,0.322369,0,0,0,217,0
todayshow,todayshow,,2,2,5,0.459708,0.471244,0,1,1,217,0
alcester,alcester,,3,3,5,0.460073,0.471564,0,1,3,131,0
donaldjtrump,donaldjtrump,,5,6,5,0.460114,0.47166,9.43658,0.6,6,131,0
audience,audience,,19,26,5,0.463866,0.474998,310.526717,0.362573,62,217,0
technologynews,technologynews,,7,21,5,0.461358,0.472692,1.815308,0.761905,16,217,0
emergency,emergency,,2,2,5,0.459769,0.471292,0,1,1,142,0
rescue,rescue,,10,21,5,0.460317,0.47198,9546.922298,0.4,18,142,0
bsa210,bsa210,,2,2,5,0.459708,0.471244,0,1,1,63,0
businesslaw,businesslaw,,2,2,5,0.459708,0.471244,0,1,1,63,0
gunviolence,gunviolence,,5,6,5,0.461051,0.472396,10410,0.6,6,217,0
washingtondc,washingtondc,,14,25,5,0.465567,0.476134,2529.959437,0.494505,45,45,0
sm,sm,,10,33,5,0.464611,0.475286,20.113763,0.822222,37,217,0
carpetbagger,carpetbagger,,1,1,5,0.459687,0.471196,0,0,0,217,0
myscpace,myscpace,,2,2,5,0.462218,0.473173,0,1,1,217,0
briefing,briefing,,6,7,5,0.460603,0.472036,20.971222,0.6,9,217,0
dealbook,dealbook,,4,4,5,0.45985,0.47142,0,1,6,217,0
protectdid,protectdid,,4,4,5,0.45985,0.47142,0,1,6,217,0
bremen,bremen,,1,383,5,0.459687,0.471196,0,0,0,217,0
imwithzuck,imwithzuck,,2,2,5,0.460684,0.472012,0,1,1,217,0
dogs,dogs,,17,25,5,0.463185,0.474397,8711.552404,0.389706,53,142,0
doglovers,doglovers,,5,5,5,0.32434,0.328214,14.905443,0.6,6,142,0
tomandjerry,tomandjerry,,2,4,5,0.459931,0.47142,0,1,1,217,0
fighter,fighter,,1,1,5,0.328516,0.332842,0,0,0,217,0
thursdaythoughts,thursdaythoughts,,83,648,4,0.475084,0.4854,31838.222792,0.182486,621,217,0
net_neutrality,net_neutrality,,1,1,5,0.459687,0.471196,0,0,0,217,0
halebank,halebank,,3,3,5,0.459728,0.471292,0,1,3,64,0
church,church,,4,5,5,0.462259,0.473269,72.51741,0.666667,4,64,0
widnes,widnes,,3,3,5,0.459728,0.471292,0,1,3,64,0
lookalike,lookalike,,5,10,5,0.462649,0.473605,0,1,10,217,0
twins,twins,,7,12,5,0.463576,0.474389,33.766912,0.761905,16,217,0
internetprivacy,internetprivacy,,6,9,5,0.46148,0.472764,9.435943,0.866667,13,217,0
summary,summary,,54,160,4,0.467196,0.478628,1240.194028,0.213138,305,217,0
takenote,takenote,,1,11,5,0.459687,0.471196,0,0,0,217,0
potential,potential,,4,4,5,0.459789,0.471372,0,1,6,65,0
from,from,,4,4,5,0.459789,0.471372,0,1,6,65,0
milesweb,milesweb,,4,4,5,0.459789,0.471372,0,1,6,65,0
facebookgarbage,facebookgarbage,,3,3,5,0.459728,0.471292,0,1,3,66,0
burn,burn,,3,3,5,0.459728,0.471292,0,1,3,66,0
savage,savage,,3,3,5,0.459728,0.471292,0,1,3,66,0
pictures,pictures,,21,28,4,0.462691,0.474138,10675.089606,0.32381,68,320,0
biz,biz,,7,22,5,0.461747,0.472997,50.930212,0.47619,10,217,0
teambossygals,teambossygals,,4,25,4,0.46099,0.472281,13.602102,0.666667,4,142,0
l,l,,3,21,4,0.460175,0.471617,0,1,3,142,0
upi,upi,,6,6,5,0.460195,0.471756,0,1,15,217,0
datasec,datasec,,6,6,5,0.460195,0.471756,0,1,15,217,0
banking,banking,,8,11,5,0.460358,0.471948,8.155155,0.678571,19,217,0
clip,clip,,3,3,5,0.460888,0.472204,0,1,3,217,0
russianinterference,russianinterference,,1,1,5,0.459687,0.471196,0,0,0,217,0
mortgages,mortgages,,3,3,5,0.459931,0.471452,0,1,3,142,0
credit,credit,,5,7,5,0.460012,0.47158,5.859925,0.6,6,142,0
vitevets,vitevets,,6,6,5,0.460541,0.471988,0,1,15,217,0
aclu,aclu,,13,20,5,0.460827,0.472428,31280.25051,0.333333,26,243,0
russiagate,russiagate,,11,16,4,0.461972,0.473225,71.784874,0.509091,28,217,0
seattlewaunitedstates,seattlewaunitedstates,,16,32,4,0.461153,0.472793,76.663762,0.35,42,243,0
inc,inc,,2,6,5,0.459708,0.471244,0,1,1,217,0
kidsprivacy,kidsprivacy,,1,5,5,0.459687,0.471196,0,0,0,217,0
misuse,misuse,,6,8,5,0.462896,0.473813,27.486402,0.8,12,217,0
exchange,exchange,,1,1,5,0.319748,0.323434,0,0,0,262,0
affiliatemarketing,affiliatemarketing,,8,15,5,0.460216,0.471836,13996.213293,0.535714,15,217,0
wednesdaymotivation,wednesdaymotivation,,6,18,5,0.462752,0.473717,2547.929133,0.666667,10,217,0
dataanalytics,dataanalytics,,11,36,5,0.461337,0.472812,86.722808,0.436364,24,217,0
facebookfail,facebookfail,,4,5,5,0.459748,0.47134,1,0.666667,4,217,0
facefraud,facefraud,,3,3,5,0.459728,0.471292,0,1,3,217,0
tax,tax,,15,29,5,0.461788,0.473277,5789.418417,0.390476,41,217,0
imac,imac,,1,3,5,0.459687,0.471196,0,0,0,217,0
colorado,colorado,,36,124,5,0.462937,0.474846,7721.280645,0.573016,361,45,0
caregivers,caregivers,,5,5,5,0.459931,0.4715,0,1,10,111,0
livingwithcancer,livingwithcancer,,5,5,5,0.459931,0.4715,0,1,10,111,0
epatients,epatients,,5,5,5,0.459931,0.4715,0,1,10,111,0
patientsinvolved,patientsinvolved,,5,5,5,0.459931,0.4715,0,1,10,111,0
foundations,foundations,,1,1,5,0.459687,0.471196,0,0,0,217,0
shadowban,shadowban,,16,21,5,0.465962,0.47647,96.356553,0.558333,67,217,0
leadgen,leadgen,,11,40,5,0.461562,0.472981,24.766232,0.636364,35,217,0
quasar,quasar,,2,2,5,0.459708,0.471244,0,1,1,217,0
marvel,marvel,,6,9,5,0.460786,0.47222,18.97702,0.6,9,217,0
kids,kids,,37,94,5,0.465255,0.476622,21954.942617,0.252252,168,320,0
children,children,,25,39,5,0.464528,0.475678,5348.017012,0.34,102,320,0
itnews,itnews,,12,12,5,0.461072,0.47262,0,1,66,320,0
newnesnlt,newnesnlt,,12,12,5,0.461072,0.47262,0,1,66,320,0
news_nlt,news_nlt,,12,12,5,0.461072,0.47262,0,1,66,320,0
it_news,it_news,,12,12,5,0.461072,0.47262,0,1,66,320,0
techblog,techblog,,12,12,5,0.461072,0.47262,0,1,66,320,0
itblog,itblog,,12,12,5,0.461072,0.47262,0,1,66,320,0
freshnews,freshnews,,12,12,5,0.461072,0.47262,0,1,66,320,0
asimpleman,asimpleman,,4,4,5,0.459748,0.47134,0,1,6,67,0
postapoc,postapoc,,4,4,5,0.459748,0.47134,0,1,6,67,0
dystopia,dystopia,,4,4,5,0.459748,0.47134,0,1,6,67,0
novel,novel,,4,4,5,0.459748,0.47134,0,1,6,67,0
cep,cep,,1,10,5,0.459687,0.471196,0,0,0,217,0
brussel,brussel,,3,3,4,0.46048,0.471841,0,1,3,262,0
cibersecurity,cibersecurity,,3,3,5,0.460704,0.47206,0,1,3,217,0
joebiden,joebiden,,13,108,5,0.462054,0.473437,88.314299,0.512821,40,217,0
influencers,influencers,,7,9,5,0.462382,0.473493,34.414103,0.666667,14,217,0
past,past,,10,15,5,0.464155,0.474902,60.597654,0.666667,30,217,0
scared,scared,,4,8,5,0.461501,0.472684,0,1,6,217,0
dailycaller,dailycaller,,4,9,5,0.460949,0.472268,0,1,6,217,0
speakerryan,speakerryan,,3,3,5,0.326272,0.330783,0,1,3,41,0
draintheswamp,draintheswamp,,52,527,4,0.469577,0.480341,56239.310946,0.285068,378,193,0
bullshit,bullshit,,13,14,5,0.462567,0.473797,35.963267,0.602564,47,217,0
sheeple,sheeple,,8,8,5,0.462382,0.473493,0,1,28,217,0
wakeup,wakeup,,15,70,5,0.463556,0.474629,229.487798,0.447619,47,217,0
lulz,lulz,,8,8,5,0.462382,0.473493,0,1,28,217,0
stormydaniels,stormydaniels,,16,63,4,0.462157,0.473546,40.228859,0.575,69,217,0
paulryan,paulryan,,33,98,4,0.467616,0.478244,13169.826917,0.263258,139,217,0
globalist,globalist,,11,28,5,0.463659,0.474581,64.542393,0.672727,37,217,0
personalprofit,personalprofit,,2,2,5,0.342118,0.350895,0,1,1,73,0
humantrafficking,humantrafficking,,8,9,5,0.462362,0.473477,2924.422781,0.392857,11,73,0
tdf2018,tdf2018,,1,1,5,0.459687,0.471196,0,0,0,217,0
recordingartists,recordingartists,,5,70,5,0.460338,0.471828,0,1,10,131,0
radiointerview,radiointerview,,6,85,5,0.460745,0.472164,2.530045,0.933333,14,131,0
greatawakenning,greatawakenning,,10,27,5,0.462095,0.473325,5021.933408,0.6,27,217,0
trump2020,trump2020,,11,39,5,0.465192,0.475694,80.174918,0.654545,36,217,0
realdonaldtrump,realdonaldtrump,,3,3,5,0.461051,0.472284,0,1,3,193,0
hootsuite,hootsuite,,7,30,5,0.462198,0.473357,5.679208,0.761905,16,217,0
therighttobeforgotten,therighttobeforgotten,,2,2,5,0.45989,0.471388,0,1,1,217,0
equality,equality,,5,14,5,0.460623,0.47206,0,1,10,262,0
location,location,,5,5,5,0.45983,0.471436,0,1,10,68,0
connect,connect,,5,5,5,0.45983,0.471436,0,1,10,68,0
wifi,wifi,,11,13,5,0.462095,0.473373,86.10554,0.6,33,217,0
newsvideo,newsvideo,,3,12,5,0.46046,0.471852,0,1,3,217,0
headlinenews,headlinenews,,6,20,4,0.462157,0.473233,15.638266,0.733333,11,217,0
biden,biden,,6,17,5,0.462403,0.473445,44.973411,0.6,9,217,0
facebooktestimony,facebooktestimony,,2,5,5,0.462218,0.473173,0,1,1,217,0
voice,voice,,14,19,5,0.461767,0.473197,5484.480954,0.483516,44,1,0
thedaily,thedaily,,3,4,5,0.459972,0.471476,3.956349,0.666667,2,217,0
pr,pr,,37,157,5,0.468668,0.479232,6263.518392,0.312312,208,217,0
make_jesus_famous,make_jesus_famous,,1,1,5,0.459687,0.471196,0,0,0,217,0
nancypelosi,nancypelosi,,7,9,5,0.344964,0.354594,11.305117,0.714286,15,217,0
advertiding,advertiding,,4,4,5,0.4623,0.473301,0,1,6,217,0
computer,computer,,17,32,5,0.462999,0.474253,248.944583,0.492647,67,243,0
nationalsiblingsday,nationalsiblingsday,,11,23,4,0.462958,0.474018,646.036441,0.981818,54,217,0
rawaftermania,rawaftermania,,10,18,5,0.335687,0.34226,0,1,45,217,0
cybersecuritynews,cybersecuritynews,,4,4,5,0.459972,0.471516,0,1,6,217,0
informationsecurity,informationsecurity,,6,7,5,0.460379,0.4719,4.178986,0.8,12,217,0
israeli,israeli,,24,265,4,0.466067,0.476771,2773.407168,0.478261,132,217,0
hrw,hrw,,7,73,5,0.460216,0.471804,11.815533,0.761905,16,1,0
cnnireport,cnnireport,,6,72,5,0.460155,0.471724,0,1,15,1,0
humanity,humanity,,25,104,5,0.462074,0.473829,13576.802643,0.35,105,1,0
thaarjustice,thaarjustice,,11,86,5,0.460379,0.47206,7916.112513,0.672727,37,1,0
kbn,kbn,,1,1,5,0.459687,0.471196,0,0,0,217,0
cybercrime,cybercrime,,1,1,5,0.459687,0.471196,0,0,0,217,0
j560,j560,,1,1,5,0.459687,0.471196,0,0,0,217,0
republican,republican,,24,38,4,0.467994,0.478268,2255.335435,0.507246,140,217,0
winklevoss,winklevoss,,7,12,5,0.462485,0.473541,81.401213,0.52381,11,217,0
z,z,,2,2,5,0.459708,0.471244,0,1,1,217,0
military,military,,40,101,4,0.466109,0.477332,10259.241883,0.253846,198,340,0
operationalmodel,operationalmodel,,2,4,5,0.459708,0.471244,0,1,1,69,0
socialresponsibility,socialresponsibility,,2,4,5,0.459708,0.471244,0,1,1,69,0
camridgeanalytica,camridgeanalytica,,2,4,5,0.460684,0.472012,0,1,1,217,0
facebookcensorship,facebookcensorship,,15,65,5,0.463411,0.474453,2889.289535,0.43956,40,217,0
cancercure,cancercure,,3,9,6,0.315408,0.319543,0,1,3,111,0
curecancer,curecancer,,3,9,6,0.315408,0.319543,0,1,3,111,0
cancers,cancers,,3,9,6,0.315408,0.319543,0,1,3,111,0
web,web,,24,78,5,0.463556,0.474958,4157.835457,0.351449,97,217,0
hopeneverdies,hopeneverdies,,3,12,5,0.459728,0.471292,0,1,3,70,0
newbook,newbook,,3,12,5,0.459728,0.471292,0,1,3,70,0
rickshapiroauthor,rickshapiroauthor,,3,12,5,0.459728,0.471292,0,1,3,70,0
gum,gum,,3,3,5,0.460847,0.472172,0,1,3,217,0
ipaintfree,ipaintfree,,14,34,5,0.465733,0.47623,6396.535858,0.505495,46,217,0
antisemitism,antisemitism,,5,22,5,0.46097,0.472332,8.443114,0.9,9,217,0
localseo,localseo,,10,28,5,0.460338,0.471988,39.960986,0.444444,20,262,0
protest,protest,,3,3,5,0.459769,0.471324,0,1,3,1,0
facebag,facebag,,3,3,5,0.459769,0.471324,0,1,3,1,0
simple,simple,,8,8,5,0.460134,0.471764,3753.857164,0.571429,16,1,0
salmangetsbail,salmangetsbail,,3,3,5,0.460704,0.47206,0,1,3,217,0
salmankhan,salmankhan,,3,3,5,0.460704,0.47206,0,1,3,217,0
think,think,,26,38,5,0.465317,0.47631,646.349161,0.338462,110,243,0
ibor,ibor,,31,149,4,0.467511,0.4781,3713.844752,0.427957,199,217,0
dopewope,dopewope,,2,6,5,0.459809,0.471324,0,1,1,217,0
for,for,,36,40,4,0.462547,0.474514,5746.350348,0.296825,187,131,0
castle,castle,,7,8,5,0.459911,0.471564,4.954545,0.761905,16,131,0
metal,metal,,20,56,5,0.462979,0.474349,13722.744623,0.347368,66,1,0
rock,rock,,50,121,5,0.464756,0.476679,21647.583966,0.210612,258,1,0
scammer,scammer,,4,4,5,0.462423,0.473397,0,1,6,340,0
liarinchief,liarinchief,,4,4,5,0.462423,0.473397,0,1,6,340,0
featured,featured,,11,42,5,0.462444,0.473661,84.540682,0.545455,30,217,0
whois,whois,,15,173,5,0.464072,0.474998,2149.849376,0.571429,60,320,0
icaan,icaan,,11,66,5,0.46399,0.474805,29.691848,0.854545,47,217,0
datagovernence,datagovernence,,7,44,5,0.462814,0.473797,0,1,21,217,0
bestiality,bestiality,,2,4,5,0.459708,0.471244,0,1,1,71,0
opbeast,opbeast,,2,4,5,0.459708,0.471244,0,1,1,71,0
cmo,cmo,,8,14,5,0.461788,0.473069,10.041082,0.75,21,217,0
zuckerbounce,zuckerbounce,,1,1,5,0.459687,0.471196,0,0,0,217,0
lurker,lurker,,3,3,5,0.461092,0.472348,0,1,3,45,0
stalker,stalker,,3,3,5,0.461092,0.472348,0,1,3,45,0
help,help,,9,12,5,0.461849,0.473101,57.387416,0.583333,21,243,0
specialist,specialist,,6,8,5,0.460033,0.47162,1.194444,0.8,12,243,0
channeldisplayadvertising,channeldisplayadvertising,,2,2,5,0.460134,0.47158,0,1,1,143,0
howtoloseanelection,howtoloseanelection,,5,5,5,0.319621,0.323381,0,1,10,217,0
cynthia,cynthia,,5,5,5,0.319621,0.323381,0,1,10,217,0
reconsiderinfo,reconsiderinfo,,2,2,5,0.460684,0.472012,0,1,1,217,0
inquiringmindswanttoknow,inquiringmindswanttoknow,,2,2,5,0.459972,0.471452,0,1,1,217,0
texas,texas,,45,148,5,0.468289,0.479168,24276.082896,0.233333,231,45,0
christinew603,christinew603,,7,25,5,0.46146,0.47278,0,1,21,217,0
kennedyisatool,kennedyisatool,,2,2,5,0.459728,0.47126,0,1,1,217,0
researchers,researchers,,1,1,5,0.459687,0.471196,0,0,0,217,0
alert,alert,,2,2,5,0.343416,0.352649,0,1,1,217,0
breaches,breaches,,5,6,5,0.460338,0.471836,0,1,10,217,0
mefoo,mefoo,,3,3,5,0.459809,0.471356,0,1,3,217,0
hashtag,hashtag,,13,16,5,0.46302,0.474157,118.350039,0.512821,40,217,0
craigbirk,craigbirk,,2,4,5,0.459931,0.47142,0,1,1,217,0
lesestoff,lesestoff,,1,1,5,0.459687,0.471196,0,0,0,217,0
dumb,dumb,,6,31,5,0.460012,0.471612,0,1,15,217,0
fuckerberg,fuckerberg,,5,12,5,0.460745,0.47214,1.100032,0.9,9,217,0
patients,patients,,5,20,5,0.46044,0.471916,2.315595,0.8,8,217,0
medical,medical,,15,39,5,0.461072,0.472716,20870.105567,0.342857,36,217,0
thedrive5,thedrive5,,2,2,6,0.316578,0.320565,0,1,1,330,0
wpgwhiteout,wpgwhiteout,,2,2,6,0.316578,0.320565,0,1,1,330,0
siria,siria,,8,19,5,0.459911,0.471596,10410,0.75,21,223,0
theyknew,theyknew,,2,13,1,1,1,0,1,1,110,9
socialexperiment,socialexperiment,,2,13,1,1,1,0,1,1,110,9
love2shop,love2shop,,2,1304,1,1,1,0,1,1,111,10
vouchers,vouchers,,2,1304,1,1,1,0,1,1,111,10
roadtrip,roadtrip,,2,1304,1,1,1,0,1,1,111,10
shapethefuture,shapethefuture,,4,4,5,0.331561,0.336719,0,1,6,143,0
investincities,investincities,,4,4,5,0.331561,0.336719,0,1,6,143,0
artvsartist,artvsartist,,9,9,5,0.345754,0.355008,580.538067,0.5,18,143,0
digitalmedia,digitalmedia,,13,28,4,0.462793,0.473978,59.065641,0.564103,44,217,0
deepswamp,deepswamp,,4,4,5,0.463742,0.474381,0,1,6,217,0
senatejudiciarycommittee,senatejudiciarycommittee,,1,1,5,0.459687,0.471196,0,0,0,217,0
guncontrol,guncontrol,,18,74,5,0.463783,0.47487,2564.163939,0.267974,41,217,0
nazis,nazis,,11,78,5,0.462876,0.473973,5082.13454,0.454545,25,217,0
netgov,netgov,,7,196,5,0.460073,0.471684,1616.721382,0.666667,14,320,0
icann,icann,,9,318,5,0.460155,0.471812,4219.219417,0.583333,21,320,0
highwycombe,highwycombe,,3,3,5,0.459728,0.471292,0,1,3,72,0
conanobrien,conanobrien,,3,3,5,0.459728,0.471292,0,1,3,72,0
kermit,kermit,,5,6,5,0.463411,0.474197,0,1,10,217,0
facerecognition,facerecognition,,5,21,5,0.45983,0.471436,2.088889,0.7,7,193,0
affiliate,affiliate,,5,11,5,0.460847,0.47222,0,1,10,217,0
zuckerborg,zuckerborg,,14,53,5,0.464694,0.475438,23.728167,0.703297,64,217,0
resistance,resistance,,11,31,5,0.461931,0.473261,86.470123,0.490909,27,217,0
ghana,ghana,,1,8,5,0.459687,0.471196,0,0,0,217,0
mossad,mossad,,3,3,5,0.460745,0.472092,0,1,3,193,0
sandyhook,sandyhook,,1,14,5,0.459687,0.471196,0,0,0,217,0
zucherberg,zucherberg,,3,6,5,0.460155,0.471628,0,1,3,217,0
ehackingnews,ehackingnews,,1,1,5,0.459687,0.471196,0,0,0,217,0
asos,asos,,3,3,5,0.459728,0.471292,0,1,3,142,0
recall,recall,,3,3,5,0.459728,0.471292,0,1,3,142,0
manipulated,manipulated,,2,2,5,0.459769,0.471292,0,1,1,217,0
dems,dems,,26,1304,4,0.465837,0.476675,2567.347392,0.369231,120,22,0
toolz,toolz,,3,3,5,0.338889,0.34567,0,1,3,22,0
insights,insights,,18,35,5,0.461378,0.473053,166.771478,0.294118,45,1,0
bfnyc,bfnyc,,6,6,5,0.460236,0.47178,0,1,15,217,0
merchant,merchant,,6,6,5,0.460236,0.47178,0,1,15,217,0
advance,advance,,6,6,5,0.460236,0.47178,0,1,15,217,0
qanon4chan,qanon4chan,,6,36,5,0.344393,0.354009,0,1,15,193,0
zuckerbert,zuckerbert,,1,2,5,0.459687,0.471196,0,0,0,217,0
slaughterrees,slaughterrees,,1,8,5,0.459687,0.471196,0,0,0,217,0
childabuse,childabuse,,3,7,5,0.459728,0.471292,0,1,3,73,0
arkofhope,arkofhope,,5,13,5,0.459789,0.471404,1.392857,0.7,7,73,0
restoringhope,restoringhope,,5,9,5,0.459789,0.471404,1.392857,0.7,7,73,0
sourcecon,sourcecon,,2,8,5,0.459809,0.471324,0,1,1,217,0
igotbusted,igotbusted,,5,5,5,0.460868,0.472252,4.519239,0.7,7,217,0
borat,borat,,2,2,5,0.459931,0.47142,0,1,1,217,0
groups,groups,,16,84,5,0.46191,0.473413,165.664536,0.308333,37,217,0
ownyourdata,ownyourdata,,17,254,5,0.464507,0.47543,3411.428695,0.411765,56,262,0
mysterythrillerweek,mysterythrillerweek,,2,37,5,0.459769,0.471276,0,1,1,320,0
bug,bug,,9,20,5,0.460419,0.472028,20.265491,0.555556,20,217,0
deletefacebook実行,deletefacebook実行,,4,32,5,0.342028,0.350208,0,1,6,217,0
ecommerce,ecommerce,,38,78,4,0.464735,0.476251,5571.657597,0.295875,208,217,0
blacklivesmatters,blacklivesmatters,,1,3,5,0.459687,0.471196,0,0,0,217,0
mlb,mlb,,17,42,5,0.460419,0.472212,70.375098,0.45,54,143,0
stock,stock,,9,50,5,0.464715,0.475318,97.250665,0.611111,22,217,0
pedogatenews,pedogatenews,,2,4,5,0.459708,0.471244,0,1,1,74,0
childsexualabuse,childsexualabuse,,2,4,5,0.459708,0.471244,0,1,1,74,0
syrian,syrian,,9,37,5,0.334533,0.340345,1066.971807,0.611111,22,193,0
lionelnation,lionelnation,,2,22,5,0.31604,0.319945,0,1,1,193,0
bias,bias,,31,240,5,0.465109,0.476294,467.61856,0.305376,142,217,0
proudconservative,proudconservative,,6,6,5,0.460195,0.471748,0,1,15,217,0
suppression,suppression,,6,6,5,0.460195,0.471748,0,1,15,217,0
barktasticdeals,barktasticdeals,,4,4,5,0.459748,0.47134,0,1,6,131,0
group,group,,30,45,5,0.462588,0.474381,663.07538,0.193103,84,131,0
bargains,bargains,,4,4,5,0.459748,0.47134,0,1,6,131,0
hotdeals,hotdeals,,4,4,5,0.459748,0.47134,0,1,6,131,0
cringememes,cringememes,,8,11,5,0.460908,0.47238,0.638095,0.892857,25,75,0
edgymemes,edgymemes,,8,11,5,0.460908,0.47238,0.638095,0.892857,25,75,0
dankmemes,dankmemes,,20,25,5,0.464528,0.475502,2392.30105,0.468421,89,217,0
citrusmemes,citrusmemes,,7,7,5,0.460888,0.472332,0,1,21,75,0
folowme,folowme,,7,7,5,0.460888,0.472332,0,1,21,75,0
clinic,clinic,,6,6,5,0.460094,0.471676,11669.289154,0.533333,8,320,0
adfee,adfee,,3,3,5,0.460094,0.47158,0,1,3,217,0
noads,noads,,4,5,5,0.460114,0.471628,5.836012,0.666667,4,217,0
crisis,crisis,,13,21,5,0.462711,0.473909,1695.410253,0.397436,31,217,0
southafrica,southafrica,,5,21,5,0.461951,0.473101,66.904834,0.6,6,217,0
plenty,plenty,,4,4,5,0.459748,0.47134,0,1,6,217,0
going,going,,7,8,4,0.462732,0.473706,93.119104,0.571429,12,217,0
vigilant,vigilant,,4,4,5,0.459748,0.47134,0,1,6,217,0
democratshateamerica,democratshateamerica,,5,7,5,0.461624,0.472828,5.014973,0.8,8,45,0
fix,fix,,5,13,5,0.459769,0.471388,1.5,0.6,6,217,0
cost,cost,,3,9,5,0.459728,0.471292,0,1,3,217,0
mightyrivers,mightyrivers,,1,1,5,0.459687,0.471196,0,0,0,217,0
cyberaware,cyberaware,,8,13,5,0.462506,0.473589,96.354296,0.642857,18,217,0
bizease,bizease,,1,1,5,0.459687,0.471196,0,0,0,217,0
dearmark,dearmark,,9,48,5,0.459931,0.471644,12590.068139,0.361111,13,217,0
askfacebook,askfacebook,,1,1,5,0.459687,0.471196,0,0,0,217,0
zuckerburghearing,zuckerburghearing,,3,3,5,0.45983,0.471372,0,1,3,217,0
congressman,congressman,,19,37,5,0.464881,0.47575,7698.104733,0.315789,54,217,0
haiku,haiku,,4,8,5,0.463164,0.473973,0,1,6,217,0
breakingnewsnow,breakingnewsnow,,1,1,1,1,1,0,0,0,114,11
breaking_news,breaking_news,,1,1,1,1,1,0,0,0,114,11
illustration,illustration,,24,46,4,0.464486,0.475611,8941.072042,0.286232,79,131,0
earthqween,earthqween,,1,1,5,0.459687,0.471196,0,0,0,217,0
mfanews,mfanews,,3,12,5,0.460033,0.471532,1.665982,0.666667,2,217,0
cbc,cbc,,8,17,5,0.462341,0.473469,40.227891,0.678571,19,217,0
energy,energy,,18,145,5,0.462177,0.473693,11306.554967,0.30719,47,254,0
socialmediasite,socialmediasite,,5,10,5,0.460868,0.472252,0,1,10,217,0
velshiruhle,velshiruhle,,3,3,6,0.315008,0.3191,0,1,3,76,0
mrlive,mrlive,,3,3,6,0.315008,0.3191,0,1,3,76,0
tytlive,tytlive,,4,4,5,0.459809,0.471388,31224,0.5,3,76,0
inners,inners,,3,3,6,0.315008,0.3191,0,1,3,76,0
analysis,analysis,,5,8,5,0.463267,0.474077,0,1,10,217,0
toutiao,toutiao,,2,14,5,0.459951,0.471436,0,1,1,217,0
orkut,orkut,,26,176,5,0.462423,0.474077,2042.667372,0.286667,86,131,0
zucks,zucks,,3,3,5,0.459951,0.471468,0,1,3,217,0
itunes,itunes,,28,35,5,0.464943,0.47611,11266.977055,0.312169,118,1,0
dem,dem,,8,10,5,0.462403,0.473509,2.474576,0.678571,19,217,0
internetsecurity,internetsecurity,,1,1,5,0.459687,0.471196,0,0,0,217,0
commercecommittee,commercecommittee,,2,2,5,0.462218,0.473173,0,1,1,217,0
follow4follow,follow4follow,,6,22,5,0.461542,0.47278,0,1,15,217,0
f4f,f4f,,6,22,5,0.461542,0.47278,0,1,15,217,0
letsbeafrien,letsbeafrien,,6,12,5,0.461542,0.47278,0,1,15,217,0
democracyhacked,democracyhacked,,4,8,5,0.462691,0.473589,0,1,6,217,0
stocks,stocks,,66,653,4,0.473055,0.483327,25471.645301,0.210723,452,340,0
stockmarket,stockmarket,,34,460,4,0.468373,0.47878,2259.900608,0.422348,223,340,0
spybook,spybook,,21,135,4,0.465587,0.476347,300.333035,0.438095,92,340,0
theyneed2addressthisissuebeforecongress,theyneed2addressthisissuebeforecongress,,1,1,5,0.459687,0.471196,0,0,0,217,0
edisonnation,edisonnation,,1,1,5,0.459687,0.471196,0,0,0,217,0
biztip,biztip,,1,8,5,0.459687,0.471196,0,0,0,217,0
ass,ass,,15,23,5,0.46368,0.474693,358.904598,0.419048,44,1,0
bodysuit,bodysuit,,7,7,5,0.460317,0.471868,0,1,21,1,0
booty,booty,,14,20,5,0.461296,0.47286,52.046395,0.56044,51,1,0
butt,butt,,19,24,5,0.461194,0.472932,21406.919174,0.461988,79,1,0
evelyntojo,evelyntojo,,7,7,5,0.460317,0.471868,0,1,21,1,0
towerofbable,towerofbable,,1,1,5,0.459687,0.471196,0,0,0,217,0
politically,politically,,3,3,5,0.460256,0.471692,4696.652461,0.666667,2,45,0
socially,socially,,2,2,6,0.317234,0.32137,0,1,1,45,0
fsbook,fsbook,,1,2,5,0.459687,0.471196,0,0,0,217,0
conversation,conversation,,18,22,5,0.461051,0.472812,10988.178603,0.326797,50,131,0
